,saleDate,bedroomNum,bathroomNum,houseArea,parkingArea,floorNum,houseRank,coveredArea,basementArea,buildYear,repairedYear,longitude,latitude,salePrice
24,20150327,3,2.25,7.3901814282264295,1425,3.0,8,1540,80,2009,0,47.5405,-122.02600000000001,464533.32966221496
25,20140528,5,2.0,7.570443252057374,6000,1.0,7,970,970,1945,0,47.6875,-122.287,501243.4900619774
26,20150218,4,2.5,7.495541943884256,9229,2.0,7,1800,0,1994,0,47.1927,-122.015,279878.9140717325
27,20140915,4,1.0,7.154615356913663,4840,1.0,7,940,340,1950,0,47.5477,-122.395,371547.0779765002
28,20150504,4,2.5,7.986164860332727,35996,2.0,9,2940,0,1995,0,47.3401,-122.06700000000001,504676.1721780676
29,20140911,4,2.5,7.886081401775745,5539,2.0,8,2660,0,2004,0,47.4981,-122.162,449908.9872972137
30,20140821,3,1.75,7.512071245835466,11788,1.0,8,1430,400,1958,0,47.4862,-122.22399999999999,338638.6837494993
31,20150310,4,1.0,7.333023014386481,7920,1.0,7,1030,500,1955,0,47.4544,-122.36,283326.3287587144
32,20141002,3,1.75,7.659171367666058,9146,1.0,8,1260,860,1981,0,47.6475,-122.064,486292.28901343874
33,20141022,3,2.25,7.473069088032197,10835,1.0,8,1290,470,1976,0,47.522,-122.04799999999999,401527.6222222448
34,20140724,4,2.25,7.926602599181384,9340,2.0,9,2770,0,1979,0,47.5628,-122.081,760677.0549203798
35,20150130,2,1.5,6.536691597591305,1058,2.0,7,690,0,2005,0,47.6951,-122.34299999999999,296213.8915711763
36,20141209,4,1.75,7.432483807917119,6000,1.0,7,1690,0,1957,0,47.497,-122.227,277827.2806220586
37,20150226,3,2.0,7.090076835776092,10212,1.5,6,1200,0,1949,0,47.206,-121.99799999999999,210737.63617250684
38,20141104,4,2.75,7.478734825567875,10184,1.0,8,1250,520,1979,0,47.3074,-122.385,263500.86177935335
39,20140903,3,2.25,7.258412150595307,990,3.0,8,1420,0,2008,0,47.6801,-122.348,478347.47645562026
40,20140701,3,1.75,7.835974581721566,35150,1.0,7,1800,730,1977,0,47.3913,-122.12100000000001,333593.90596694086
41,20150304,2,1.0,6.856461984594587,6000,1.0,7,950,0,1942,0,47.6897,-122.294,448815.4551698681
42,20150405,2,1.0,6.646390514847729,3008,1.0,5,770,0,1917,0,47.5686,-122.389,315936.71494803164
43,20140729,5,5.25,8.53503310954457,23669,2.0,12,5090,0,2006,0,47.6297,-122.21600000000001,3592562.0746014104
44,20140904,3,1.75,7.299797366758161,383328,1.5,8,1480,0,1980,0,47.7192,-121.932,412400.1180247112
45,20141014,3,2.0,7.560080465021827,7598,1.0,8,1920,0,1972,0,47.7735,-122.363,424211.68529364467
46,20140910,2,1.75,7.047517221357296,2723,1.0,7,770,380,1923,0,47.6357,-122.322,467527.96502951795
47,20140917,3,1.75,7.595889917718538,9885,1.0,7,1030,960,1978,0,47.6722,-122.162,479227.1195151218
48,20141013,2,1.0,6.897704943128636,15120,1.0,6,990,0,1953,0,47.7669,-122.206,329015.8067806199
49,20140916,3,1.75,7.659171367666058,10875,1.0,8,1540,580,1977,0,47.504,-122.382,473137.1487339293
50,20140624,3,2.5,7.731930721948486,6031,2.0,8,2280,0,2011,0,47.7322,-121.96600000000001,472321.7832219228
51,20150219,4,2.25,7.944492163932159,9602,1.0,8,1950,870,1974,0,47.5881,-122.113,663609.9955478908
52,20141106,2,1.0,6.856461984594587,9000,1.0,6,950,0,1924,0,47.5219,-122.361,246015.96128377446
53,20140804,3,2.25,7.299797366758161,1026,3.0,8,1480,0,2014,0,47.6536,-122.354,545821.1873870528
54,20141015,4,3.25,8.352318548226004,11189,2.0,10,4240,0,2006,0,47.6526,-122.191,1596167.654858214
55,20140714,3,1.75,7.575584651557793,8480,1.0,8,1250,700,1962,0,47.5893,-122.15,540763.8703111848
56,20141222,4,2.0,7.426549072397305,3813,2.0,7,1680,0,1900,0,47.593,-122.29299999999999,528061.2052385779
57,20141014,3,2.5,7.637234388789473,4900,2.0,8,2074,0,1997,0,47.7327,-122.23299999999999,482058.42705936515
58,20140522,5,3.5,7.791522819150732,4670,2.0,7,2420,0,2013,0,47.5241,-122.285,387379.213439041
59,20141006,2,1.5,7.038783541388542,7620,1.0,6,1140,0,1925,0,47.5277,-122.351,281591.74383360194
60,20141125,2,2.25,7.346010209913293,1827,2.0,8,1550,0,2008,0,47.5394,-122.368,355791.32214647316
61,20140730,3,2.0,7.4205789054108005,4441,1.0,7,1670,0,2014,0,47.1948,-121.975,261698.04175889483
62,20141006,5,3.5,8.098642843759418,5600,2.0,9,2670,620,2004,0,47.7056,-122.119,753801.5345010222
63,20140515,3,2.5,7.116394144093465,1130,3.0,7,1232,0,2007,0,47.7185,-122.31700000000001,303859.8358024425
64,20150423,4,2.25,7.600902459542082,10679,1.0,7,1350,650,1960,0,47.4238,-122.329,313042.102358845
65,20140818,2,1.0,7.02108396428914,4284,1.0,6,730,390,1921,0,47.6688,-122.324,409789.94866970845
66,20140930,3,1.75,7.444248649496705,15844,1.0,8,1710,0,1964,0,47.4706,-122.1,339861.53405309445
67,20141121,4,2.25,7.644919344958857,7400,1.0,9,1670,420,1973,0,47.3178,-122.38,329329.2642663732
68,20141113,3,1.0,7.029972911706386,7014,1.0,7,1130,0,1954,0,47.4743,-122.274,217509.8363660664
69,20140626,5,2.5,7.824046010856292,9583,1.0,7,1300,1200,1979,0,47.3946,-122.31200000000001,258581.01451356558
70,20140619,3,2.5,7.951559331155252,48716,1.0,9,1870,970,1994,0,47.6832,-121.915,555864.6915638061
71,20140828,4,1.0,7.106606137727303,11730,1.0,7,1220,0,1960,0,47.3229,-122.28299999999999,193947.88787215255
72,20141107,4,1.75,7.908387159290043,7810,1.0,8,1510,1210,1952,0,47.6788,-122.28299999999999,806575.4949262635
73,20150422,3,2.25,7.489970898834801,9927,1.0,7,1240,550,1969,0,47.5822,-122.07700000000001,501350.26155642426
74,20141203,6,2.75,8.160518247477505,5150,2.0,8,2430,1070,1909,0,47.6842,-122.363,820561.620812731
75,20150210,3,1.0,7.489970898834801,3876,1.5,7,1090,700,1904,0,47.575,-122.288,457289.8235371622
76,20150508,3,1.75,7.4205789054108005,11452,1.0,8,1670,0,1992,0,47.1913,-122.015,292806.5539293316
77,20150324,3,2.75,7.807916628926408,6413,2.0,9,2460,0,2004,0,47.7497,-122.245,593575.5915455717
78,20140623,4,2.5,7.533693709848633,7471,2.0,8,1870,0,1990,0,47.4314,-122.204,326172.531864019
79,20150413,5,4.0,8.472195825485501,118047,2.0,11,4780,0,1994,0,47.7243,-122.052,1274749.9233810573
80,20140814,2,1.0,6.709304340258298,8370,1.0,7,820,0,1941,0,47.7256,-122.361,285759.92767956754
81,20150402,4,1.75,7.1853870155804165,7694,1.0,7,1320,0,1928,1972,47.4297,-122.325,301339.7661460216
82,20141009,5,2.75,8.196987927258897,38461,2.0,11,3630,0,2000,0,47.4289,-122.094,697888.5055478852
83,20150206,4,2.5,7.749322464660356,10046,2.0,7,2320,0,2006,0,47.5406,-121.887,455917.25257052656
84,20150306,4,2.75,7.9157131993821155,7872,2.0,10,2740,0,2015,0,47.4954,-122.17200000000001,626545.0819474979
85,20140627,3,2.5,8.183118079394745,54450,1.5,9,3580,0,1990,0,47.4026,-122.03299999999999,621705.9439788371
86,20150420,4,2.5,8.411832675758411,35200,1.0,13,4500,0,1988,0,47.5477,-122.126,1372118.5570002184
87,20140926,3,1.75,7.549609165154532,3783,1.5,7,1110,790,1927,0,47.5742,-122.315,424858.97843580646
88,20140607,4,2.5,8.029432840581244,6432,2.0,9,3070,0,2006,0,47.4487,-122.205,507826.7368822628
89,20150414,3,2.25,7.432483807917119,4964,2.0,8,1690,0,1989,0,47.5756,-122.01,530433.6503306902
90,20140919,3,1.5,7.473069088032197,4880,1.5,8,1290,470,1928,0,47.5334,-122.38799999999999,482507.8005442094
91,20141217,4,2.75,8.323608442343572,12500,1.0,8,2060,2060,1947,0,47.5914,-122.385,1071278.708180176
92,20150424,4,3.25,7.691656822810547,4265,2.0,9,1540,650,2015,0,47.6178,-122.29,1002099.1089550118
93,20141002,3,1.0,6.975413927455952,4800,1.0,6,970,100,1947,0,47.5187,-122.37700000000001,259135.22038488562
94,20150419,3,1.75,7.52294091807237,8160,1.0,8,1850,0,1952,0,47.7241,-122.363,545317.3261073468
95,20141103,5,2.25,7.886081401775745,8400,1.5,7,2660,0,1961,0,47.2909,-122.189,276235.9011495305
96,20140502,3,2.5,7.8399193600125825,5050,2.0,7,2540,0,2006,0,47.3358,-122.055,309933.8739963698
97,20140904,3,2.5,7.302496423727326,1761,3.0,7,1484,0,2003,0,47.6844,-122.31700000000001,451099.52437325293
98,20141015,2,0.75,6.927557906278317,1076,2.0,7,1020,0,2008,0,47.5941,-122.29899999999999,344457.28778549767
99,20140807,4,2.75,7.791522819150732,6495,2.0,8,2420,0,2005,0,47.3771,-122.029,370086.70037066407
100,20150325,4,3.75,8.273846932784508,4500,3.0,8,3920,0,2013,0,47.6805,-122.346,1093787.259444442
101,20140609,3,2.5,7.859413154693583,7237,2.0,8,2590,0,2004,0,47.7113,-122.309,597234.5020892128
102,20140629,3,1.0,7.495541943884256,7650,1.0,7,1800,0,1957,0,47.4922,-122.178,278827.13136729266
103,20140717,4,1.0,7.3901814282264295,37075,1.5,7,1620,0,1943,0,47.5654,-121.929,432424.8324509752
104,20140902,3,2.5,7.1929342212158,1064,3.0,8,1330,0,2004,0,47.6835,-122.387,440815.7322582355
105,20150424,4,2.75,7.8119734296220225,50123,1.0,8,1280,1190,1978,0,47.2504,-122.0,373828.02118723013
106,20141110,3,2.0,7.450079569807499,4200,2.0,8,1720,0,1908,1992,47.6285,-122.301,800895.4206945612
107,20141203,2,1.0,7.478734825567875,16660,1.0,8,1220,550,1957,0,47.3346,-122.354,276254.24815326266
108,20140515,4,3.25,8.226840890408578,12080,1.0,10,2000,1740,1988,0,47.7214,-122.056,813736.566497805
109,20141223,3,1.0,6.866933284461882,10815,1.0,5,960,0,1900,0,47.3091,-122.006,192909.39755526683
110,20150327,4,2.5,7.570443252057374,7040,2.0,8,1940,0,1998,0,47.2632,-122.209,292272.32798355195
111,20141114,5,1.75,7.691656822810547,27260,1.0,7,2190,0,1947,1974,47.4546,-122.337,380585.4666683707
112,20150427,3,2.75,7.478734825567875,3172,2.0,8,1770,0,2009,0,47.5164,-121.87799999999999,403885.76505333406
113,20140708,4,2.5,7.893572073504902,5539,2.0,8,2680,0,2013,0,47.4759,-121.734,487975.2669700582
114,20140903,3,1.0,6.907755278982137,6947,1.0,7,1000,0,1947,0,47.7142,-122.319,327106.629763286
115,20150318,4,2.75,7.371489295214277,6000,1.5,8,1590,0,1925,0,47.6401,-122.29899999999999,780510.5177262528
116,20141211,3,1.0,7.232733136177615,8960,1.0,6,1384,0,1965,0,47.3062,-122.37100000000001,193649.01189930266
117,20140710,5,4.25,8.711113884053544,171626,2.0,12,6070,0,1999,0,47.5954,-121.95,1640515.5803844968
118,20140903,3,2.25,7.6544432264701125,7350,1.0,8,1530,580,1980,0,47.3088,-122.34100000000001,265403.4630957615
119,20141121,2,2.0,7.122866658599083,9119,1.0,7,1240,0,1952,0,47.6221,-122.193,679959.9813649864
120,20141014,4,2.5,7.832014180505469,5000,2.0,9,2520,0,2004,0,47.5524,-121.992,654420.9224986052
121,20140708,3,1.5,7.512071245835466,9848,1.0,7,1830,0,1962,0,47.538999999999994,-122.18,429092.8420950752
122,20150220,4,1.75,7.696212639346407,7600,2.0,8,2200,0,1978,0,47.3131,-122.191,276477.5613687962
123,20140722,4,2.5,8.160518247477505,10891,2.0,10,3500,0,1995,0,47.5533,-122.09299999999999,916709.3285401416
124,20140724,3,2.5,7.414572881350589,10763,2.0,7,1660,0,1994,0,47.3812,-122.029,293425.59413796896
125,20150127,3,1.5,7.286191714702382,9879,1.0,7,1460,0,1956,0,47.6346,-122.12700000000001,472449.4230600344
126,20140702,3,3.0,8.216088098632316,10375,2.0,9,3700,0,1982,0,47.4286,-122.291,570399.0843395361
127,20140603,3,2.5,7.736307096548285,2798,3.0,9,2290,0,1953,1983,47.641000000000005,-122.315,979726.8596805695
128,20150305,2,2.0,6.975413927455952,649,2.0,9,720,350,2008,0,47.5213,-122.35700000000001,310148.1305007372
129,20141009,4,4.5,8.760923376338836,88714,2.0,12,6380,0,2006,0,47.5592,-122.015,1904240.0200417207
130,20150112,2,1.0,7.5443321080536885,4700,1.0,7,1030,860,1928,0,47.6747,-122.391,564445.7799493478
131,20141202,4,2.5,7.908387159290043,13500,1.0,8,1510,1210,1969,0,47.6191,-122.145,642168.1847570137
132,20140812,4,2.5,7.723120092266331,13755,1.0,9,2260,0,1975,0,47.3767,-122.161,410881.2750683564
133,20140917,3,2.5,7.408530566894626,5994,2.0,7,1650,0,1989,0,47.3603,-122.19,251892.394886284
134,20140722,2,2.5,7.15305163493748,987,2.0,7,1002,276,2007,0,47.5532,-122.381,346264.37254606764
135,20141031,5,2.75,8.035926369891792,19865,1.0,9,3090,0,1953,0,47.6232,-122.235,1589204.0188992242
136,20141226,4,2.5,7.741099090035366,6452,2.0,9,2301,0,2010,0,47.346000000000004,-122.26899999999999,381645.69152679
137,20150428,3,2.25,7.506591780070841,6000,1.0,7,1120,700,1964,0,47.5684,-122.3,449745.63838903664
138,20140822,3,2.0,7.6544432264701125,6900,1.5,6,1220,890,1955,0,47.504,-122.26,253189.73704485162
139,20150323,3,2.25,7.8898337513942955,150270,2.0,9,2670,0,1985,0,47.7601,-122.134,694547.2704421274
140,20150106,3,2.0,7.272398392570047,7008,1.0,7,1440,0,1985,0,47.3702,-122.182,240650.6043775583
141,20140904,3,1.75,7.426549072397305,7770,1.0,7,1680,0,1967,0,47.6028,-122.167,546131.3156967517
142,20150114,3,1.75,7.90100705199242,5040,1.0,8,1560,1140,1947,0,47.5834,-122.29,667961.0998954314
143,20140702,2,1.5,7.358830898342354,3600,1.5,7,1320,250,1906,0,47.6366,-122.363,584644.1057821108
144,20141107,3,1.0,6.866933284461882,10125,1.0,7,960,0,1952,0,47.3335,-122.305,183078.61823182224
145,20140820,3,2.0,7.1853870155804165,10720,2.0,8,1320,0,1981,0,47.6203,-122.037,433365.5929886644
146,20150507,5,4.0,8.80537513890967,16481,2.0,12,4960,1710,2007,0,47.6409,-122.221,3563716.9639143865
147,20150318,4,2.25,7.635303886259415,20280,2.0,7,2070,0,1968,0,47.773999999999994,-122.134,439324.8218414401
148,20150206,3,1.0,6.492239835020471,6600,1.0,5,660,0,1940,0,47.4842,-122.33,143274.2148311698
149,20150304,4,2.5,7.6638772587034705,9139,2.0,9,2130,0,1988,0,47.5648,-122.01,617430.4497406452
150,20150408,2,1.0,6.507277712385012,7952,1.0,6,670,0,1942,0,47.5124,-122.37200000000001,245683.56509689792
151,20150429,3,2.5,7.951559331155252,7500,2.0,11,2840,0,1997,0,47.7049,-122.22399999999999,1097854.4855102191
152,20140805,4,2.25,7.6638772587034705,7210,1.0,7,1330,800,1965,0,47.629,-122.117,474855.96437475225
153,20150323,3,1.75,7.549609165154532,11407,1.0,8,1900,0,1963,0,47.7455,-122.294,474017.30749303655
154,20140904,4,3.75,8.4096079807363,34982,2.0,12,4490,0,1998,0,47.6406,-122.156,1483381.8533535835
155,20141202,3,1.0,6.84587987526405,8377,1.0,7,940,0,1952,0,47.5974,-122.2,527332.0220908091
156,20141006,2,1.0,6.984716320118266,3420,1.0,7,780,300,1922,0,47.6715,-122.39299999999999,434228.3607569616
157,20140827,3,1.75,7.6638772587034705,6360,1.0,7,1720,410,1959,0,47.7059,-122.301,433315.19974487665
158,20140522,3,3.5,7.549609165154532,1612,2.0,8,1430,470,2008,0,47.544,-122.385,446125.5212580182
159,20141202,3,1.0,6.907755278982137,16376,1.0,7,1000,0,1959,0,47.4825,-122.10799999999999,260329.36425478294
160,20141210,4,2.25,7.528331766707247,12693,1.0,8,1140,720,1978,0,47.3114,-122.395,269059.72872466117
161,20141017,4,3.5,8.371010681238156,8490,2.0,10,3280,1040,2005,0,47.5568,-122.029,1020099.6059255351
162,20141028,3,1.0,7.432483807917119,6658,1.0,7,1690,0,1942,1982,47.7099,-122.35,463548.4326986914
163,20150227,4,2.25,7.615791072035833,8517,1.0,8,1380,650,1961,0,47.5495,-122.17399999999999,524848.2392767189
164,20140813,3,1.0,7.22983877815125,4635,1.0,6,1380,0,1919,0,47.57,-122.285,398129.73146334937
165,20140917,4,2.5,7.933796874815411,5450,2.0,10,1930,860,1925,2000,47.6453,-122.303,1140817.6274346928
166,20141009,3,1.0,6.907755278982137,7800,1.0,6,860,140,1930,0,47.7098,-122.28299999999999,316598.7431768338
167,20140924,3,1.75,7.1929342212158,16000,1.0,7,1330,0,1978,0,47.28,-122.257,227105.33377175906
168,20150326,4,2.25,7.762170607138205,10664,1.0,7,1510,840,1952,0,47.5743,-122.238,633181.0820516803
169,20140520,3,1.75,7.358830898342354,7775,2.0,7,1570,0,1982,0,47.3876,-122.21600000000001,244907.03716651312
170,20140813,3,1.75,7.495541943884256,18000,1.0,8,1200,600,1968,0,47.4406,-122.146,321024.23215411033
171,20141217,3,1.0,7.081708586105575,9600,1.0,7,1190,0,1981,0,47.4805,-121.762,275110.89627626166
172,20141013,4,2.5,8.09559870137819,16575,1.0,9,2190,1090,1972,0,47.426,-122.285,573091.0238029255
173,20141217,3,1.0,7.122866658599083,6090,1.0,7,1240,0,1950,0,47.7542,-122.307,317521.782292025
174,20140520,4,1.75,7.154615356913663,6060,1.0,7,860,420,1926,0,47.6805,-122.36399999999999,496023.76824985567
175,20141117,4,1.75,7.258412150595307,7500,1.0,7,1080,340,1981,0,47.4025,-122.176,224825.64317927515
176,20150219,5,1.75,7.962067308753666,9680,1.0,9,1440,1430,1966,0,47.6122,-122.111,801131.1832308708
177,20140725,4,1.75,7.779048644925556,12000,1.0,8,1470,920,1979,0,47.7061,-122.163,532948.599920322
178,20141027,2,1.0,6.579251212010101,4920,1.0,6,720,0,1941,0,47.5352,-122.37100000000001,287108.625556529
179,20140516,5,1.75,7.455876687491824,5200,1.0,7,1050,680,1978,0,47.3628,-122.089,227938.40831862236
180,20150316,3,1.5,7.2078598714324755,7800,1.0,7,1350,0,1959,0,47.4805,-122.15799999999999,283355.3037796637
181,20150316,2,2.0,7.07326971745971,2521,2.0,6,1180,0,2005,0,47.3487,-122.021,213870.9433971783
182,20150210,4,2.5,8.216088098632316,63991,2.0,10,3700,0,1992,0,47.7319,-122.051,886231.0342124713
183,20141007,2,1.0,7.27931883541462,4500,1.5,7,1450,0,1921,0,47.6739,-122.396,555188.6743142367
184,20150428,4,1.0,7.265429723253953,6240,1.5,7,1430,0,1953,0,47.7272,-122.311,401815.31055202876
185,20140625,2,1.0,6.646390514847729,4840,1.0,7,770,0,1927,0,47.551,-122.376,326792.6211013683
186,20141013,3,2.5,8.04237800517328,217800,2.0,9,3110,0,2001,0,47.3281,-122.124,602551.1499689297
187,20150421,3,1.5,7.170119543449628,3348,1.5,7,1300,0,1904,2014,47.592,-122.307,479487.3764592403
188,20140711,3,2.5,7.61085279039525,3000,1.0,6,1010,1010,1910,0,47.5621,-122.291,343222.4893441296
189,20150220,4,1.0,7.138866999945524,7800,1.5,7,1260,0,1947,2007,47.7334,-122.307,352407.1784152881
190,20141205,2,2.0,7.473069088032197,7200,1.0,7,880,880,1946,0,47.5658,-122.27600000000001,442526.26681687275
191,20141024,4,1.0,7.313220387090301,11050,1.0,7,1500,0,1964,0,47.4509,-122.088,260812.00522617294
192,20140624,3,1.0,7.306531398939505,7435,1.0,7,1120,370,1969,0,47.368,-122.314,202807.12730680016
193,20141204,3,1.75,6.917705609835305,6552,1.0,7,1010,0,1969,0,47.375,-122.117,218586.9699954356
194,20150322,3,1.75,7.258412150595307,7200,1.0,7,1000,420,1979,0,47.5069,-122.367,294198.5644211994
195,20141205,2,2.75,6.593044534142437,5000,1.0,7,730,0,1929,0,47.5381,-122.374,327590.74802170444
196,20140924,3,1.0,7.090076835776092,7000,2.0,7,1200,0,1908,0,47.5883,-122.384,502978.8440311303
197,20141010,3,1.0,7.05617528410041,9600,1.0,7,1160,0,1967,0,47.7419,-122.073,323780.50755351176
198,20141229,4,1.75,7.807916628926408,10061,1.0,7,1410,1050,1961,0,47.5105,-122.238,332100.6386699366
199,20141113,3,1.75,7.630461261783627,3600,1.5,7,1180,880,1905,1985,47.6389,-122.37100000000001,616991.3518229604
200,20141104,3,2.0,7.7664168980196555,6149,2.0,8,1560,800,1926,1989,47.5433,-122.384,631731.3537454596
201,20141112,3,2.5,7.8119734296220225,10321,2.0,9,2470,0,1988,0,47.6694,-122.141,689758.6100783825
202,20140805,4,3.25,8.268731832117737,40962,2.0,10,3900,0,1991,0,47.683,-122.06299999999999,982037.1797609449
203,20150317,4,2.5,7.807916628926408,7930,2.0,8,2460,0,2005,0,47.6684,-122.175,722588.7061326043
204,20140522,4,3.0,7.682482446534506,8240,1.0,8,1370,800,1968,0,47.6291,-122.09299999999999,549839.7189815169
205,20140807,2,1.0,7.465655310134056,12250,2.5,6,1747,0,1948,0,47.3282,-122.285,224499.36177163784
206,20140507,3,2.25,7.478734825567875,8165,2.0,7,1770,0,1977,0,47.7166,-122.236,436388.40220381605
207,20150222,3,2.5,7.396335293800808,8346,1.0,8,1630,0,1990,0,47.2622,-122.219,262015.75822241415
208,20140915,3,2.75,7.450079569807499,6720,1.0,7,1270,450,1947,0,47.6138,-122.29799999999999,523715.7552045781
209,20140806,3,1.0,7.038783541388542,5258,1.5,6,1140,0,1911,0,47.5122,-122.383,322869.9582357121
210,20141021,3,2.5,7.365180126021013,8541,2.0,7,1580,0,1990,0,47.3334,-122.289,244942.67809552935
211,20150220,6,3.0,7.9996785794994505,7200,1.5,8,2980,0,1911,0,47.6366,-122.36200000000001,1065616.3533354138
212,20140625,3,2.75,7.700747794511798,4000,2.0,8,2210,0,2008,0,47.6954,-122.01700000000001,564138.2672842661
213,20150408,4,2.75,8.253227645581772,10004,1.0,9,2110,1730,1963,0,47.5606,-122.225,1273984.5664540096
214,20140731,3,1.5,7.31986492980897,6600,1.0,6,1510,0,1938,0,47.4821,-122.331,237403.77462106335
215,20140812,3,2.0,7.098375638590786,6634,1.0,7,1210,0,1985,0,47.4097,-122.193,239946.3012461193
216,20141219,8,3.75,8.14902386805177,4600,2.0,7,2860,600,1987,0,47.6617,-122.289,736488.6728940991
217,20140925,4,1.0,7.215239978730097,8136,1.0,7,1360,0,1948,0,47.7366,-122.333,333644.66550109116
218,20150408,4,2.5,7.615791072035833,5754,2.0,8,2030,0,2001,0,47.3542,-122.137,334962.1976556091
219,20150123,3,2.5,7.4673710669175595,6351,2.0,7,1750,0,2012,0,47.2589,-122.256,255709.53099285855
220,20140718,3,1.0,6.897704943128636,9950,1.0,7,990,0,1961,0,47.5104,-122.171,259039.66310605762
221,20150226,3,1.75,7.886081401775745,7800,1.0,8,1330,1330,1951,0,47.6993,-122.37799999999999,726026.1273305436
222,20141125,3,2.0,7.200424892944957,3000,2.0,7,1340,0,1905,0,47.6857,-122.34899999999999,499077.6120105607
223,20150122,4,3.0,7.8632667240095735,29539,1.0,8,2600,0,1994,0,47.746,-122.23100000000001,589716.068522229
224,20140625,4,2.5,7.897296472595885,4736,2.0,7,2690,0,2001,0,47.6869,-122.036,597153.7223980319
225,20150324,3,1.75,7.438383530044307,11613,1.0,7,1180,520,1977,0,47.2874,-122.18700000000001,221408.42806276502
226,20140913,3,1.5,7.432483807917119,161913,1.0,7,1430,260,1952,0,47.356,-122.189,314419.406084654
227,20140627,3,1.0,6.966024187106113,7473,1.0,7,1060,0,1959,0,47.3699,-122.309,191964.60191682001
228,20141209,3,1.75,7.554858521040676,8329,1.0,8,1910,0,2004,0,47.19,-122.016,304474.99487421586
229,20150427,2,1.0,6.565264970035361,6300,1.0,6,710,0,1942,0,47.5155,-122.374,268384.93872548244
230,20140822,2,1.0,6.802394763324311,8374,1.0,7,900,0,1984,0,47.7282,-122.225,326260.60240912484
231,20140703,4,2.25,7.709756864454165,7200,1.0,7,1300,930,1963,0,47.7648,-122.33,363346.60001010605
232,20140611,4,2.75,8.122668023346407,6675,1.0,8,1920,1450,1948,0,47.5887,-122.291,772049.0902405202
233,20150330,6,3.5,8.006367567650246,6320,2.0,8,2400,600,1969,0,47.562,-122.279,649070.6262136599
234,20150129,3,1.75,7.114769448366463,10725,1.0,7,1230,0,1980,0,47.4431,-121.772,288861.6427499092
235,20140625,4,4.0,8.180320874773685,8250,2.0,10,2860,710,2015,0,47.5784,-122.226,1520589.0898173745
236,20141218,2,1.75,7.098375638590786,4141,1.0,7,910,300,1942,0,47.68600000000001,-122.382,452363.88142585615
237,20141216,4,2.5,7.828038032125829,5436,2.0,8,2510,0,2011,0,47.6894,-122.016,655637.4227548165
