20150217,3,1,1400,8451,1.5,7,1400,0,1953,0,47.7719,-122.337,348125
20140702,5,2.25,2900,10300,1,8,1450,1450,1985,0,47.5461,-122.151,675000
20140722,4,2.5,2610,3277,1.5,8,1920,690,1922,0,47.6636,-122.33,1000000
20140722,3,2.5,2320,15024,2,8,2320,0,1990,0,47.4829,-121.766,447500
20141017,4,2.5,2040,5875,2,8,2040,0,2004,0,47.5051,-122.17,345000
20140801,3,2.5,3020,5868,2,7,3020,0,2003,0,47.3361,-122.175,275000
20150223,3,2,1660,10000,1,7,1010,650,1961,0,47.5852,-122.174,529941
20140807,3,2.5,2290,9142,1,8,2290,0,1972,0,47.691,-122.387,685900
20141216,1,1,920,8282,1.5,6,920,0,1944,1980,47.761,-122.214,310000
20150408,2,1.75,1270,7800,1,7,890,380,1981,0,47.4438,-122.134,299000
20140715,5,2,1900,5000,1,8,1720,180,1957,0,47.6735,-122.362,630000
20150303,4,2.5,2800,6874,2,9,2170,630,1990,0,47.6215,-122.29,883000
20140608,4,2.25,2450,62290,2,8,2450,0,1976,0,47.7603,-122.074,510000
20150320,3,2.25,1830,7943,2,8,1830,0,1985,0,47.7466,-122.249,448500
20141008,2,1,880,1753,2,7,880,0,1945,0,47.6475,-122.397,330000
20140919,3,2.5,1400,1529,2,7,1400,0,2005,0,47.5535,-121.997,358000
20150226,5,3.5,2690,4800,2,8,1930,760,1919,1984,47.5592,-122.269,690000
20140714,4,4.25,3650,5328,1.5,9,2330,1320,1907,2014,47.638,-122.362,1518630
20141117,3,2,2310,10525,2,7,2310,0,1965,0,47.6727,-122.174,627000
20141212,4,1.75,1680,7800,1,7,1330,350,1966,0,47.6286,-122.118,451000
20150505,4,2.5,2260,6300,2,7,2260,0,2001,0,47.7235,-121.958,453250
20141013,2,1,850,3276,1,6,850,0,1910,0,47.6742,-122.35,389000
20140926,2,1.75,1230,1107,2,8,1230,0,2006,0,47.5475,-121.999,360000
20140819,5,3.5,4050,13495,1,9,2230,1820,1988,0,47.4384,-122.352,925000
20150120,4,2.5,3056,11385,2,9,3056,0,2014,0,47.2905,-122.264,524225
20141121,4,2.25,2380,7400,1,8,1760,620,1979,0,47.3555,-122.149,319000
20140627,4,1,1440,7100,1.5,7,1440,0,1906,0,47.6725,-122.396,500000
20150303,5,2.5,3240,9960,1,8,2020,1220,1958,0,47.5858,-122.112,750000
20140811,4,2.5,2230,5743,2,7,2230,0,2002,0,47.7245,-121.957,415000
20140807,4,2.5,3200,3600,3,9,2600,600,1997,0,47.632,-122.369,1445000
20140902,3,1.5,1610,8375,2,7,1610,0,1927,0,47.7527,-122.306,270000
20140717,3,1.75,1250,13775,1,7,1250,0,1990,0,47.4981,-121.772,350000
20140619,4,3,2620,18362,1,8,1870,750,1956,0,47.5646,-122.184,659500
20140805,3,2,1850,8208,1,7,1180,670,1970,0,47.3109,-122.362,245000
20150319,3,2,1310,6265,1,7,1310,0,1988,0,47.3893,-122.051,290000
20141211,4,2.25,2020,4840,1.5,8,1200,820,1925,0,47.5576,-122.376,430000
20140807,3,2,1980,6000,1,7,1380,600,1958,0,47.6921,-122.283,637000
20140708,5,3,1810,3000,2,7,1810,0,1998,0,47.5622,-122.291,362000
20140815,4,3,2740,2811,2,8,2240,500,2003,0,47.7738,-122.158,495000
20140916,3,3.5,1700,2197,2,8,1260,440,2010,0,47.5767,-122.41,585000
20140512,4,2,1770,6000,2,7,1770,0,1911,1981,47.6493,-122.401,630000
20141210,3,1,1130,7500,1,7,880,250,1947,0,47.6973,-122.389,550000
20140716,3,1,1590,11200,1,7,1590,0,1961,0,47.2894,-122.188,247200
20141030,2,1,1270,3700,1.5,7,1270,0,1909,0,47.5949,-122.307,404500
20140618,3,1.75,1180,14292,1,7,1180,0,1981,0,47.4818,-121.733,455000
20141021,3,2.5,1380,1389,3,8,1380,0,2008,0,47.6427,-122.327,527500
20141215,4,2.75,3140,7928,2,9,3140,0,2013,0,47.5923,-122.058,869950
20140825,3,1.75,1380,3561,1,7,860,520,1925,0,47.6822,-122.399,535000
20150420,3,2.25,2950,7232,1,8,1520,1430,1983,0,47.5257,-122.382,1065500
20150202,3,2.25,1830,8831,1,7,1460,370,1979,0,47.7286,-122.215,431000
20140604,2,1,1250,8100,1,7,1250,0,1947,0,47.7294,-122.329,365000
20150324,3,2.5,1350,1189,2,7,1080,270,2007,0,47.5218,-122.358,270000
20140521,4,2.5,3400,247421,2,9,3400,0,2001,0,47.3623,-121.971,712000
20140618,3,3.25,2770,6278,2,9,1980,790,2006,0,47.5228,-122.199,461000
20150414,3,2.25,1470,5597,2,7,1470,0,1985,0,47.5674,-122.019,468000
20140605,4,2.5,2070,4500,2,7,2070,0,2004,0,47.3497,-122.026,343000
20141223,2,1,1160,7500,1.5,7,1160,0,1916,0,47.6499,-121.916,312000
20140912,4,2.75,2280,3200,1.5,8,1520,760,1931,0,47.6709,-122.282,675000
20140625,3,2.5,2180,7508,1,7,1420,760,1962,0,47.7606,-122.336,400000
20140610,4,2,1630,10375,1,7,1630,0,1968,0,47.7566,-122.073,360000
20150314,3,2.25,1560,11997,1,7,1260,300,1988,0,47.5378,-121.742,399950
20140701,3,2.25,2440,47916,2,8,2090,350,1991,0,47.6347,-121.958,485000
20150327,4,2.75,2090,13500,1,8,2090,0,1949,0,47.573,-122.225,830000
20140616,3,1.75,1540,10800,1,6,770,770,1947,0,47.5763,-122.222,500000
20150424,4,4,5610,11063,3,11,4750,860,2006,0,47.65,-122.065,1583000
20141017,4,2.25,2010,7200,1,8,1010,1000,1950,0,47.5591,-122.267,800000
20141001,4,2.5,3520,15420,2,10,3520,0,1991,0,47.6375,-122.016,810000
20150128,2,1.75,1400,865,2,8,1110,290,2005,0,47.5478,-121.999,358500
20150306,5,2.5,2200,6250,2,7,2200,0,1996,0,47.3675,-122.021,259875
20150326,2,1,900,1818,2,7,900,0,1945,0,47.6485,-122.397,334000
20150211,4,1.5,2120,8554,1,7,1170,950,1977,0,47.2933,-122.195,249500
20140918,4,3.5,2600,5100,2,8,1820,780,2003,0,47.6948,-122.395,722500
20140908,3,1.75,2100,14850,1,7,2100,0,1963,0,47.3622,-122.059,323000
20141107,4,2.5,2290,9120,2,8,2290,0,1977,0,47.5613,-122.128,660000
20141003,5,4.5,5130,43123,2,11,5130,0,1996,0,47.544,-122.126,1599950
20140512,4,2.25,1800,8623,1,8,1360,440,1980,0,47.692,-122.184,522000
20140903,4,2.75,2710,41811,1.5,8,1690,1020,1995,0,47.5836,-122.046,710000
20140811,3,1.5,1450,4694,2,7,1450,0,2011,0,47.3654,-122.021,274000
20150316,4,3.25,2360,8344,2,8,2360,0,1990,0,47.4403,-122.126,319000
20150105,3,2.5,1690,3068,2,7,1690,0,2005,0,47.6763,-122.028,482500
20140923,4,2.75,3090,7650,2,8,2340,750,1959,1989,47.3622,-122.157,734000
20140820,3,2.5,3060,7831,2,9,3060,0,2004,0,47.5401,-121.861,650000
20150502,4,2.5,3520,8095,2,9,3520,0,2006,0,47.7065,-122.109,760000
20150428,3,3.25,2200,4800,2,7,1910,290,1943,1996,47.6551,-122.353,818000
20140609,2,1,910,4635,1,6,910,0,1905,0,47.675,-122.393,425000
20140702,5,2.5,2450,6994,2,8,2450,0,2002,0,47.3572,-122.192,345000
20140918,3,2.5,1690,5131,1,7,1690,0,1941,1998,47.5234,-122.38,460000
20141010,4,3.25,5010,49222,2,9,3710,1300,1978,0,47.5489,-122.092,965000
20141027,3,1.5,1330,9900,1,7,1330,0,1956,0,47.7167,-122.233,400000
20141126,3,1.5,1870,3300,2,7,1870,0,1906,0,47.6221,-122.325,933000
20141222,4,2.25,2190,6800,1,7,1340,850,1969,0,47.7367,-122.195,411800
20150326,4,2.25,1800,7200,1,7,1230,570,1979,0,47.7717,-122.376,475000
20140528,4,2.5,2740,43101,2,9,2740,0,1993,0,47.7649,-122.049,630000
20150504,3,1,1350,92721,1,6,1200,150,1946,0,47.4657,-122.198,450000
20150422,4,2.5,2990,5400,2,8,2990,0,2005,0,47.6122,-122.009,675000
20150507,3,2.5,1550,4486,2,7,1550,0,2000,0,47.3299,-122.269,280000
20140913,4,1.75,3100,21303,1,9,3100,0,1962,0,47.5847,-122.081,950000
20141215,4,2.5,2120,5293,2,7,2120,0,2003,0,47.4217,-122.201,319990
20141006,4,2.5,2100,19680,1.5,6,2100,0,1914,0,47.4787,-122.23,207000
20141110,3,1.75,2100,5000,1.5,8,2100,0,1916,0,47.6776,-122.36,700000
20150505,3,2,1490,7651,1,7,1490,0,1988,0,47.3211,-122.325,253000
20140523,3,1,1430,5000,1,6,1080,350,1919,0,47.6724,-122.296,552000
20140924,2,1.5,1790,4250,1,7,920,870,1915,2014,47.6367,-122.301,721000
20140722,4,2.5,2280,4096,2,7,2280,0,2003,0,47.4834,-122.182,349000
20140725,3,2.5,3136,54450,1.5,8,3136,0,1910,0,47.3999,-122.472,665000
20140528,3,2.5,2495,4400,2,8,2495,0,2007,0,47.288,-122.283,267000
20140911,2,1,1150,5000,1,7,1050,100,1924,0,47.6846,-122.317,552000
20150327,4,3,2570,9104,2,7,2570,0,1930,0,47.5821,-122.401,500000
20140730,3,2.25,1430,800,2,8,1140,290,2011,0,47.5477,-122.388,384000
20150225,3,1.75,1720,223377,1,7,1240,480,1950,0,47.7329,-121.92,439950
20140504,4,2,2280,6010,1,7,1140,1140,1900,0,47.6034,-122.289,628000
20140929,4,2.75,2210,3400,1.5,7,1470,740,1926,0,47.6826,-122.311,719000
20141119,2,1,1260,5100,1.5,7,1120,140,1925,0,47.6805,-122.384,528000
20141208,4,2.75,3540,13515,2,10,3540,0,1998,0,47.5945,-121.982,820000
20140605,3,2.5,1660,3990,2,7,1660,0,2009,0,47.5298,-122.268,324500
20140531,5,2.75,2080,13189,2,8,2080,0,1987,0,47.6288,-122.031,538888
20150304,3,2,1980,7680,1.5,6,1070,910,1911,0,47.6839,-122.195,606000
20140604,2,1,670,2378,1,5,670,0,1919,0,47.5769,-122.372,175000
20141121,3,1.5,1100,32700,1,7,1100,0,1967,0,47.3186,-122.289,194820
20150416,5,3.5,2815,5619,2,9,2815,0,2012,0,47.4299,-122.207,477500
20140702,2,1,1050,6600,1.5,6,1050,0,1964,0,47.4828,-122.324,123000
20141229,3,2,1540,1827,2,8,1540,0,2005,0,47.5479,-121.999,376000
20141022,5,3.5,3400,9804,2,9,2550,850,2008,0,47.543,-122.266,970000
20140909,3,1.5,1730,5750,1,7,1250,480,1947,0,47.5645,-122.397,550000
20150409,4,2.5,3490,3677,2,9,2850,640,2007,0,47.774,-122.162,680000
20141229,2,1,720,5913,1,6,720,0,1920,0,47.5447,-122.27,230000
20140925,3,1,1400,7955,1,7,1400,0,1964,0,47.4848,-122.221,194000
20141002,3,2,2130,5000,1.5,7,1330,800,1925,0,47.6746,-122.362,652000
20150413,4,2.5,2500,4500,2,7,2500,0,2010,0,47.4928,-122.149,475000
20150324,3,2.25,2470,11603,2,8,1540,930,1988,0,47.6569,-122.123,736000
20150130,1,0.75,410,8636,1,4,410,0,1953,0,47.5077,-122.357,325000
20140626,5,3,3640,6930,2,8,3640,0,2004,0,47.3521,-122.012,555000
20141104,2,1,1657,5031,2,7,1657,0,1910,0,47.5699,-122.389,546000
20141020,2,1.75,1710,4187,1,7,1710,0,1987,0,47.4732,-122.188,332544
20150310,1,1,1000,9084,1,7,1000,0,1950,0,47.5007,-122.382,641500
20150114,4,2.5,3040,7200,2,9,3040,0,2008,0,47.7747,-122.366,700000
20141118,5,1.75,1240,8936,1,7,1240,0,1954,0,47.5738,-122.136,333000
20150421,3,2,1490,7431,1,7,1490,0,1966,0,47.6697,-122.162,585888
20150422,3,1,1120,10125,1,6,1120,0,1961,0,47.4794,-122.078,305000
20141209,2,1,1120,4800,1,7,770,350,1926,0,47.5669,-122.372,363000
20140710,2,1.5,1320,826,2,8,1100,220,2008,0,47.5879,-122.304,342500
20150223,3,2,1520,5000,1.5,7,1140,380,1945,0,47.6733,-122.389,575000
20140718,3,2.5,2620,43832,2,8,2620,0,2013,0,47.655,-122.009,750000
20140905,3,2,1380,3500,2,7,1380,0,1971,0,47.5558,-122.27,275000
20141003,3,1.5,1270,1067,3,8,1270,0,2009,0,47.7236,-122.353,325000
20140827,5,1.75,2030,12342,2,7,2030,0,1942,0,47.6417,-122.109,470000
20150327,3,1.75,1870,4320,1,7,970,900,1920,0,47.6663,-122.357,680000
20140508,4,1.75,2250,13515,1,8,2150,100,1940,0,47.3789,-122.229,350000
20140905,3,1.5,1250,9484,1,7,1250,0,1969,0,47.3675,-122.147,210000
20141219,2,1.5,1290,1749,1,8,660,630,1969,0,47.6118,-122.116,268500
20150413,4,2.5,3610,13292,2,10,3610,0,1996,0,47.5868,-121.974,875909
20140811,4,2.5,2150,9000,1,7,1360,790,1979,0,47.4785,-122.16,317500
20141028,3,2.5,4040,147856,2,9,4040,0,2004,0,47.2711,-122.067,760000
20150213,3,1.5,1240,983,3,8,1240,0,2009,0,47.7235,-122.353,318000
20140828,5,4.5,6085,142725,3,11,6085,0,2000,0,47.6085,-121.952,1610000
20140522,4,2.5,1980,7403,2,7,1980,0,1988,0,47.2897,-122.372,243500
20150226,3,2.5,1690,1310,2,8,1140,550,2004,0,47.5404,-122.387,430000
20150409,4,2.25,2220,4200,1.5,8,1310,910,1932,0,47.6418,-122.394,862000
20141230,6,1.5,1810,4838,1.5,5,1050,760,1905,0,47.4874,-122.202,230000
20140807,3,2.25,1440,3488,2,7,1440,0,1983,0,47.7257,-122.162,313500
20150413,3,1,1100,7650,1,7,1100,0,1952,0,47.7219,-122.354,392500
20140617,3,1.5,1450,7375,1,7,1010,440,1968,0,47.7212,-122.179,402000
20150320,3,1,1440,7107,1,7,1000,440,1980,0,47.6968,-122.124,478000
20140729,4,2,1780,15648,1.5,8,1780,0,1918,0,47.5849,-122.198,1000000
20150216,5,3.25,3400,4499,2,8,2740,660,2005,0,47.5385,-121.88,510000
20140707,3,1,1230,6000,1,7,1230,0,1967,0,47.3256,-122.209,229500
20150407,3,1.75,1330,7848,1,8,1330,0,1978,0,47.4463,-122.127,347000
20150418,3,3.5,1450,1091,2,8,1200,250,2007,0,47.6475,-122.359,550000
20141029,2,1.75,1280,8500,1,7,1280,0,1953,2010,47.6553,-122.19,595000
20140529,4,2,1530,6375,2,7,1530,0,1942,1983,47.4692,-122.162,231000
20140603,4,2,2580,6000,1,9,1300,1280,1950,0,47.6514,-122.413,1099500
20140627,2,1,720,11400,1,6,720,0,1951,0,47.7641,-122.341,275500
20140529,3,1,1010,5490,1,6,1010,0,1954,0,47.4762,-122.293,145000
20140924,3,1,890,9465,1,6,890,0,1957,0,47.4388,-122.328,154500
20140723,3,2.25,2700,4025,2,8,1760,940,1907,0,47.6074,-122.294,552500
20150323,3,1.5,1450,6875,1,7,1450,0,1961,0,47.4205,-122.316,249950
20140502,2,2,1350,2560,1,8,1350,0,1976,0,47.6344,-122.107,335000
20141119,3,1,1690,7700,1,7,1690,0,1969,0,47.3444,-122.304,215000
20141030,5,2.75,2300,7600,1,7,1400,900,1969,0,47.3084,-122.372,294000
20140617,3,2.25,2880,7599,1,9,1710,1170,1958,2002,47.6938,-122.215,1538000
20140626,2,1.5,1370,1221,2,8,1080,290,2008,0,47.6039,-122.307,446000
20140915,3,2.5,2270,7887,2,8,2270,0,2004,0,47.5326,-121.855,485000
20140521,3,1,1020,7874,1,7,1020,0,1956,0,47.5175,-122.346,218000
20141229,4,1,1000,7134,1,6,1000,0,1943,0,47.4897,-122.24,239900
20150429,4,3.25,3950,10912,2,10,3950,0,2003,0,47.5877,-122.196,1780000
20141103,4,4.25,5710,24663,2,11,5710,0,2007,0,47.3065,-122.158,930000
20140723,2,1.5,1050,3419,2,7,1050,0,1996,0,47.3848,-122.039,163500
20140519,3,2,1610,5100,1.5,8,1610,0,1940,0,47.6825,-122.307,690000
20140819,4,2,1890,5188,1.5,7,1670,220,1940,0,47.6633,-122.287,675000
20150106,3,1,1250,7280,1,7,1250,0,1975,0,47.6986,-122.129,405000
20140603,4,3,4590,9150,2,10,3490,1100,1981,0,47.7234,-122.372,960000
20150327,5,2.5,3020,24750,1,8,1650,1370,1965,0,47.5897,-122.179,449228
20150402,4,2,1790,61419,2,7,1790,0,1988,0,47.7216,-121.907,375000
20140617,3,1.5,880,6600,1,6,880,0,1945,0,47.5002,-122.247,253000
20140908,4,2.75,3140,9085,1,8,1570,1570,1961,0,47.5675,-122.16,920000
20150317,3,2.25,2730,7521,2,9,2730,0,1992,0,47.7704,-122.196,632000
20140905,3,3.75,2380,3600,1.5,7,1690,690,1927,0,47.6374,-122.307,695000
20141016,4,2.5,2240,9385,2,8,2240,0,1991,0,47.7125,-122.332,590000
20150428,3,2.5,2120,22482,1,7,1360,760,1979,0,47.341,-122.265,329500
20140619,3,2,1430,6000,1,7,1430,0,1945,0,47.7564,-122.316,352450
20140519,3,2.5,1350,2053,3,8,1350,0,2005,0,47.6758,-122.386,477000
20141124,2,1,970,8874,1,7,970,0,1968,0,47.4943,-122.178,210000
20150415,4,2.5,2200,10800,1,8,1500,700,1964,0,47.7711,-122.288,457000
20141215,5,2.5,3370,8113,2,9,3370,0,2005,0,47.5812,-122.196,1245000
20140805,3,2.25,2600,14810,1,8,1490,1110,1956,0,47.4326,-122.341,452000
20140625,4,2.75,2720,4613,2,9,2720,0,2005,0,47.7352,-122.223,594000
20150206,4,2.5,2540,6491,2,8,2540,0,1997,0,47.6363,-122.117,750000
20140709,4,2.75,1970,37026,1,8,1970,0,1961,0,47.4375,-122.446,395000
20141021,4,3.5,4300,8406,2,11,3580,720,1987,0,47.5396,-122.214,1130000
20140522,5,2.25,2230,9600,1,8,1320,910,1978,0,47.7466,-122.076,482000
20140520,4,1.75,2090,4300,1.5,7,1250,840,1925,0,47.5555,-122.397,494000
20140725,4,2,2180,10447,1,8,1280,900,1969,0,47.7675,-122.279,419000
20141105,4,1.75,1760,5356,1,7,920,840,1950,0,47.679,-122.288,585000
20140610,4,1.75,2320,4322,1,7,1140,1180,1910,0,47.5755,-122.289,480000
20140610,4,2.75,2490,9714,1,8,1400,1090,1983,0,47.7496,-122.201,608000
20140527,3,2.5,2420,8252,2,7,2420,0,1998,0,47.5382,-121.871,455600
20140530,2,2.5,1240,1546,2,7,1240,0,2007,0,47.5634,-122.298,330000
20141223,3,2.5,1720,10031,2,8,1720,0,1993,0,47.7688,-122.238,383000
20140623,3,2,1890,1599,2,9,1430,460,2012,0,47.5438,-122.385,458500
20140507,3,1.75,1640,10762,1,7,1130,510,1988,0,47.3586,-122.074,226500
20140822,4,2.5,2640,6738,2,8,2640,0,1989,0,47.5787,-122,599000
20141121,5,3.25,3340,4900,2,9,2500,840,2014,0,47.5193,-121.877,637850
20150509,4,2.5,2980,12534,2,9,2980,0,1996,0,47.3999,-122.211,515000
20140723,4,2.5,2260,9686,1,7,1520,740,1965,0,47.286,-122.218,224950
20150501,2,1,1100,6000,1.5,6,1100,0,1900,0,47.5275,-122.323,210000
20141212,3,3.5,2350,10739,1,7,1340,1010,1940,0,47.7288,-122.284,760000
20150113,4,2.5,2720,7991,2,9,2720,0,2006,0,47.7168,-122.331,635000
20150507,3,2.25,1620,7772,2,8,1620,0,1988,0,47.3521,-122.302,290000
20140819,4,3.25,3460,7749,2,10,3020,440,1950,1998,47.6849,-122.273,1750000
20141216,2,1,700,4836,1,6,700,0,1926,0,47.7139,-122.288,380000
20141219,4,1.75,1480,9523,1,7,1120,360,1959,0,47.3732,-122.217,239900
20150422,2,1,760,5280,1,6,760,0,1946,0,47.483,-122.33,122000
20140903,4,2.25,4370,22863,2.5,10,3670,700,1907,1994,47.6878,-122.215,2350000
20140528,3,1,1180,5002,1.5,7,1180,0,1946,0,47.7529,-122.324,220000
20140609,2,1,1000,31505,1,6,1000,0,1960,0,47.7659,-121.899,265000
20150126,3,2,1540,6000,1,6,1540,0,1953,0,47.7372,-122.307,229000
20140701,3,2.25,1600,45613,2,8,1600,0,1983,0,47.7523,-122.117,502000
20141008,3,1,1720,8910,1,7,1720,0,1954,0,47.7736,-122.296,399950
20141027,3,2.5,3040,7880,2,9,3040,0,2004,0,47.5277,-122.184,598555
20140805,2,1.75,1050,9800,1.5,6,1050,0,1975,0,47.7595,-121.473,175000
20140826,2,1,910,5000,1,6,910,0,1914,0,47.683,-122.374,450000
20140612,3,2,2080,11375,1,8,2080,0,2002,0,47.214,-121.993,342500
20150214,2,1,1130,5070,1,7,1130,0,1955,0,47.5141,-122.377,325000
20141120,3,2.75,2590,223027,2,9,2590,0,1983,0,47.6145,-122.001,920000
20140717,3,2.25,1270,1566,2,8,1060,210,2014,0,47.6647,-122.284,625504
20141113,5,2.5,3780,20000,1,9,1890,1890,1978,0,47.7603,-122.273,725000
20140909,5,4.25,3380,7805,2,8,3380,0,2014,0,47.4349,-122.328,569950
20141202,5,2.5,2250,7945,1,7,1360,890,1977,0,47.7316,-122.221,446950
20150211,4,2.25,2190,3850,2,7,2190,0,2006,0,47.4861,-122.161,391000
20140630,3,2.5,3180,7904,1,8,1810,1370,2006,0,47.489,-122.181,439000
20150225,4,3.5,2550,3600,2,8,1880,670,1997,0,47.7709,-122.39,675000
20140805,5,4,3870,5929,2,10,3870,0,2014,0,47.6965,-122.134,1299890
20140723,5,2.75,3030,13640,2,8,3030,0,1980,0,47.6186,-122.146,768000
20140811,3,2.5,3150,20189,2,10,3150,0,1990,0,47.447,-122.088,570000
20140625,3,1,1090,3264,1,6,1090,0,1969,0,47.3155,-122.182,152000
20141013,4,2.5,3180,15358,2,9,3180,0,1988,0,47.5172,-122.053,775000
20140813,4,2.25,1920,9660,1,8,1920,0,1968,0,47.4544,-122.143,372500
20140604,3,2.25,2080,4252,1.5,7,1550,530,2003,0,47.4203,-122.157,270000
20150113,4,2.25,2480,36974,2,9,2480,0,1973,0,47.6441,-122.154,855000
20140527,4,2.5,2870,9292,2,8,2540,330,1979,0,47.4522,-122.123,399000
20140805,4,2.5,2820,6983,2,9,2820,0,2013,0,47.2958,-122.265,457000
20150421,3,2.5,1580,7918,2,7,1580,0,1994,0,47.4431,-122.19,280000
20141126,4,3.5,3050,7020,2,9,2050,1000,1984,0,47.571,-122.374,750000
20140507,2,1,910,22000,1,6,910,0,1956,0,47.2777,-122.252,100000
20141027,4,2.75,3040,13559,2,11,3040,0,2003,0,47.522,-122.149,840000
20141226,3,1.5,1190,10116,1,7,1190,0,1968,0,47.385,-122.085,160134
20150406,4,1.75,1920,9350,1,7,1000,920,1977,0,47.292,-122.195,235000
20140917,4,2.75,2370,7320,2,7,2370,0,1989,0,47.3071,-122.36,310000
20150402,4,2.5,3380,75794,2,10,3380,0,1997,0,47.3511,-122.266,639900
20140523,4,2.5,2560,10400,1,7,1280,1280,1965,0,47.5225,-122.04,440000
20141013,3,2.25,2560,3996,1.5,8,2150,410,1910,0,47.6321,-122.306,842500
20150203,4,2.5,1961,3207,2,7,1961,0,2006,0,47.3507,-122.16,289000
20140807,4,2.25,1630,7969,1,7,1100,530,1977,0,47.7336,-122.19,412500
20141111,4,2.5,2716,7850,2,9,2716,0,2014,0,47.352,-122.197,452000
20150205,3,2.75,2490,3600,2,8,2290,200,1906,0,47.6098,-122.292,535000
20150325,3,1.75,1460,7203,1,7,1460,0,1990,0,47.5049,-122.189,355000
20140829,3,1.75,1920,8775,1,7,1920,0,1953,0,47.4544,-122.351,380000
20141209,3,2.5,2870,25663,2,10,2870,0,1988,0,47.2769,-122.333,465000
20141208,2,1,800,6016,1,6,800,0,1942,0,47.6913,-122.369,405000
20141014,4,3,1820,8261,1,7,1420,400,1969,0,47.7197,-122.219,515000
20141106,3,3.25,1210,1173,2,8,1000,210,2002,0,47.7114,-122.356,343000
20140707,3,1,1560,7552,1,6,910,650,1948,0,47.7552,-122.327,320000
20140626,2,1,720,8040,1,6,720,0,1943,0,47.4662,-122.359,210000
20140808,3,3.25,3230,7800,2,10,3230,0,2005,0,47.6348,-122.403,1776000
20141211,3,2.25,1330,8004,2,7,1330,0,1985,0,47.7098,-122.217,375000
20150217,2,1,1140,15120,1,6,990,150,1932,0,47.4521,-122.196,199000
20140922,2,2.25,2160,17861,2,9,2160,0,1956,0,47.502,-122.385,1200000
20141217,3,2.5,2560,35265,2,9,2560,0,1981,0,47.7354,-122.095,700500
20140509,3,1.5,1390,48257,1,6,1390,0,1922,2013,47.5603,-121.894,275000
20140519,4,2,1580,7800,2,6,1580,0,1906,0,47.5848,-122.302,333000
20140723,2,1,1470,3864,1,7,1170,300,1916,0,47.6638,-122.345,548000
20150423,4,2.5,2540,5930,2,9,2540,0,2003,0,47.6451,-122.387,990000
20140915,2,1.75,2040,114562,1,7,2040,0,1968,0,47.4985,-122.092,499000
20141203,3,2.25,1830,19965,1,8,1400,430,1976,0,47.7412,-122.088,430000
20140912,3,2.25,1630,7573,1,7,1230,400,1983,0,47.7273,-122.211,490000
20141211,2,1,870,3121,1,7,870,0,1923,0,47.6659,-122.369,395000
20140613,4,2,1520,19672,1,6,1020,500,1920,0,47.4683,-122.281,171000
20140923,3,1.75,1960,7705,1,7,980,980,1950,0,47.53,-122.347,355000
20150331,3,1.75,1650,7965,1,7,1650,0,1967,0,47.7335,-122.193,434500
20140801,4,2.75,3010,10450,2,9,3010,0,1996,0,47.6979,-122.112,810000
20141216,3,2.5,2010,4059,2,8,2010,0,1998,0,47.7317,-122.197,471000
20150513,5,2.5,2840,6010,2,8,2840,0,2003,0,47.3161,-122.27,372000
20150425,2,1,760,3000,1,6,760,0,1922,0,47.6633,-122.357,530000
